trial,partner_choice,partner_reward,obs_randomized_img_order,self_randomized_img_order
0,1,1,1-2-0,0-1-2
1,1,1,0-1-2,0-2-1
2,1,1,0-2-1,2-1-0
3,1,0,1-0-2,2-0-1
4,1,1,1-2-0,1-2-0
5,1,0,1-2-0,0-2-1
6,0,0,1-2-0,0-2-1
7,1,0,0-2-1,1-0-2
8,2,1,1-0-2,1-0-2
9,2,1,0-1-2,2-1-0
